-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/31/2022 in LST
Location: latitude  59.4324   longitude 24.7441 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 27.07 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX               MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN               MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE             MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_UVA,ALLSKY_SFC_UV_INDEX,T2M,T2MDEW,T2MWET,TS,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M
2018,1,24,0.12,0.64,0.09,6.92,0.01,0.01,-2.61,-3.39,-3.0,-1.38,3.0,96.4,6.21,100.59,12.37,14.84,10.46,4.38,190.5
2018,1,25,0.39,0.66,0.29,7.09,0.02,0.02,2.31,1.62,1.97,1.35,4.3,95.21,6.5,99.71,13.97,15.99,11.69,4.3,216.5
2018,1,26,0.22,0.74,0.16,7.16,0.02,0.01,1.89,1.48,1.68,1.38,4.2,97.07,0.38,101.02,7.9,11.65,5.66,5.99,222.0
2018,1,27,0.29,0.81,0.2,7.52,0.02,0.02,1.35,0.84,1.1,1.15,3.99,96.33,1.32,101.48,6.24,7.85,4.67,3.18,232.3
2018,1,28,0.21,0.69,0.14,7.15,0.01,0.01,0.2,-0.66,-0.23,0.53,3.61,93.91,3.52,100.64,6.67,8.78,3.43,5.35,163.7
2018,1,29,0.24,0.8,0.16,7.37,0.01,0.01,-0.68,-1.57,-1.13,-0.63,3.4,94.26,0.4,99.83,3.63,4.57,2.84,1.73,68.5
2018,1,30,0.17,0.87,0.11,7.1,0.01,0.01,-2.33,-3.55,-2.94,-1.22,2.93,92.78,2.35,99.78,5.07,6.08,3.28,2.8,40.2
2018,1,31,0.55,0.99,0.34,6.74,0.03,0.02,-3.77,-5.57,-4.67,-2.8,2.47,89.46,0.4,100.59,4.19,9.97,1.37,8.6,149.1
2018,2,1,0.18,0.89,0.11,6.85,0.01,0.01,-1.91,-2.75,-2.33,-0.98,3.14,95.44,8.79,99.49,9.68,13.74,5.45,8.29,142.6
2018,2,2,0.35,0.96,0.2,7.3,0.02,0.03,-0.67,-1.13,-0.9,-0.51,3.51,97.37,0.9,99.96,4.46,6.52,1.99,4.53,201.1
2018,2,3,0.25,0.97,0.14,7.12,0.02,0.02,-2.28,-3.21,-2.75,-1.95,2.99,95.11,0.66,100.61,4.07,7.1,0.87,6.23,70.2
2018,2,4,0.79,1.19,0.43,6.2,0.04,0.04,-5.13,-6.92,-6.03,-3.06,2.18,89.83,0.27,101.82,8.51,9.19,6.84,2.35,35.8
2018,2,5,0.89,1.25,0.47,6.15,0.04,0.04,-5.66,-7.52,-6.59,-3.51,2.07,89.56,0.07,102.09,9.12,10.56,6.82,3.74,18.5
2018,2,6,0.59,1.24,0.31,6.24,0.03,0.03,-6.31,-7.8,-7.05,-3.57,2.05,92.32,2.83,100.85,4.31,6.39,2.16,4.23,64.2
2018,2,7,0.59,1.24,0.29,6.6,0.04,0.02,-4.55,-5.95,-5.25,-2.88,2.4,92.64,1.83,100.92,6.15,7.98,3.76,4.22,227.4
2018,2,8,0.7,1.23,0.34,6.68,0.04,0.02,-5.67,-6.66,-6.17,-4.11,2.28,95.66,0.21,101.68,7.35,8.63,5.01,3.62,194.6
2018,2,9,0.77,1.31,0.36,6.44,0.04,0.03,-9.56,-10.2,-9.88,-6.77,1.67,98.88,0.13,101.98,3.25,4.49,2.42,2.07,155.4
2018,2,10,0.49,1.41,0.23,6.84,0.03,0.02,-6.88,-8.2,-7.54,-6.14,1.98,94.35,0.24,101.8,3.29,4.69,1.55,3.14,88.4
2018,2,11,0.56,1.23,0.25,6.75,0.04,0.02,-6.29,-7.52,-6.91,-5.4,2.1,94.73,0.83,100.89,4.03,4.78,2.91,1.87,149.2
2018,2,12,0.48,1.33,0.21,6.7,0.03,0.02,-4.57,-5.72,-5.14,-3.62,2.45,94.48,1.85,100.58,7.56,9.28,4.57,4.71,161.5
2018,2,13,0.71,1.44,0.3,6.88,0.04,0.03,-2.03,-2.99,-2.51,-1.91,3.02,94.69,0.24,101.16,7.52,8.9,5.45,3.45,177.6
2018,2,14,0.72,1.55,0.29,6.88,0.04,0.04,-3.22,-4.2,-3.71,-2.98,2.74,95.53,0.08,102.1,3.81,5.21,2.05,3.16,172.3
2018,2,15,1.25,1.59,0.5,5.97,0.06,0.06,-7.17,-8.48,-7.83,-5.37,1.92,94.77,0.24,102.45,4.33,5.31,3.11,2.2,151.3
2018,2,16,0.88,1.58,0.34,6.46,0.05,0.05,-6.41,-7.49,-6.95,-4.76,2.1,96.14,0.28,101.89,4.52,5.13,3.71,1.42,161.5
2018,2,17,0.83,1.62,0.31,6.52,0.04,0.04,-4.92,-5.95,-5.43,-3.82,2.38,95.69,1.1,101.75,4.96,6.34,3.49,2.85,59.6
2018,2,18,0.91,1.71,0.33,6.68,0.05,0.04,-6.36,-8.03,-7.19,-5.17,1.99,90.92,0.1,101.94,3.72,4.55,2.78,1.77,11.3
2018,2,19,0.94,1.79,0.34,6.69,0.05,0.05,-6.72,-8.25,-7.49,-5.45,1.95,92.0,0.36,102.09,4.08,5.11,2.82,2.29,16.4
2018,2,20,1.09,1.93,0.38,6.39,0.06,0.06,-7.63,-9.6,-8.62,-6.62,1.73,88.84,0.08,102.35,3.48,4.82,1.53,3.29,33.1
2018,2,21,1.2,2.03,0.41,6.13,0.06,0.06,-7.58,-9.46,-8.52,-6.35,1.74,89.08,0.3,102.43,1.83,2.72,1.18,1.54,14.9
2018,2,22,1.47,2.13,0.49,6.04,0.07,0.07,-8.97,-12.31,-10.64,-7.91,1.35,78.69,0.08,102.68,1.14,1.92,0.29,1.63,2.9
2018,2,23,1.27,2.09,0.41,6.02,0.07,0.08,-9.49,-11.46,-10.48,-7.85,1.48,89.11,0.64,102.47,4.45,6.52,1.54,4.98,79.5
2018,2,24,1.56,2.28,0.49,5.79,0.08,0.07,-9.51,-11.09,-10.3,-6.94,1.51,91.94,0.31,103.18,6.06,6.61,5.33,1.28,43.3
2018,2,25,1.31,2.29,0.4,6.03,0.07,0.07,-8.5,-9.99,-9.24,-6.38,1.67,92.69,0.77,103.12,5.77,7.43,4.82,2.61,32.1
2018,2,26,1.21,2.35,0.36,5.83,0.07,0.06,-8.38,-10.38,-9.38,-6.44,1.62,88.53,1.76,102.81,7.22,10.04,4.56,5.48,50.1
2018,2,27,1.33,2.47,0.39,5.51,0.07,0.06,-12.84,-13.97,-13.4,-8.91,1.16,96.14,1.15,103.74,9.9,10.7,9.1,1.6,78.4
2018,2,28,1.52,2.54,0.44,5.55,0.08,0.06,-12.36,-13.19,-12.77,-9.0,1.27,97.23,0.16,104.11,7.83,8.88,6.06,2.82,72.4
2018,3,1,1.85,2.58,0.52,5.64,0.09,0.08,-10.39,-11.4,-10.9,-8.51,1.5,96.55,0.02,103.16,5.38,5.87,4.84,1.03,77.5
2018,3,2,2.21,2.57,0.6,5.68,0.11,0.1,-8.02,-10.05,-9.04,-6.82,1.69,89.48,0.01,101.77,6.21,6.96,4.03,2.93,85.1
2018,3,3,1.64,2.62,0.44,6.1,0.09,0.09,-8.59,-10.09,-9.34,-7.43,1.73,94.31,0.04,100.89,3.76,5.27,2.82,2.45,78.5
2018,3,4,2.45,2.74,0.64,5.44,0.12,0.13,-7.39,-9.48,-8.43,-6.87,1.78,88.04,0.01,100.52,3.88,4.77,2.94,1.83,42.0
2018,3,5,1.88,2.77,0.48,5.95,0.11,0.12,-7.41,-9.45,-8.43,-6.69,1.79,88.59,0.11,100.79,3.78,6.12,1.83,4.29,117.3
2018,3,6,1.88,2.56,0.47,5.93,0.1,0.14,-6.42,-8.06,-7.24,-4.89,2.03,91.58,0.09,100.45,7.41,8.45,6.02,2.43,119.4
2018,3,7,2.56,2.77,0.62,5.62,0.13,0.18,-4.98,-6.2,-5.59,-3.69,2.36,94.4,0.23,100.36,6.28,7.08,5.19,1.89,103.8
2018,3,8,1.32,2.73,0.32,6.46,0.09,0.14,-4.31,-5.3,-4.8,-3.39,2.56,95.94,1.79,100.24,7.36,7.96,5.68,2.28,118.6
2018,3,9,1.01,2.62,0.24,7.22,0.07,0.11,-1.29,-2.07,-1.68,-1.32,3.27,95.46,1.09,100.23,6.2,7.54,5.1,2.44,158.9
2018,3,10,0.66,2.53,0.15,7.39,0.05,0.07,-1.14,-1.88,-1.51,-1.33,3.3,95.6,0.46,100.6,3.77,4.75,2.95,1.8,155.4
2018,3,11,1.45,2.97,0.32,7.17,0.09,0.13,-1.55,-2.33,-1.94,-2.14,3.19,95.86,0.29,100.86,3.92,5.05,2.66,2.39,178.4
2018,3,12,1.12,2.69,0.25,6.81,0.08,0.13,-1.24,-1.8,-1.52,-1.38,3.36,96.89,3.19,100.13,6.93,8.1,4.61,3.49,134.1
2018,3,13,0.46,2.55,0.1,7.52,0.04,0.07,1.0,0.55,0.77,0.09,4.0,96.62,9.34,98.9,5.13,5.92,3.1,2.82,180.2
2018,3,14,1.47,3.37,0.31,7.12,0.09,0.15,-1.83,-3.8,-2.82,-1.34,2.9,87.17,0.66,99.96,8.09,9.87,3.22,6.65,333.7
2018,3,15,3.08,3.55,0.64,5.37,0.15,0.2,-6.56,-9.16,-7.86,-4.96,1.82,84.15,0.14,101.42,7.27,8.55,6.57,1.98,6.8
2018,3,16,3.18,3.69,0.65,5.35,0.16,0.23,-7.48,-9.78,-8.63,-5.8,1.71,86.45,0.26,102.09,6.74,8.66,5.76,2.9,24.7
2018,3,17,3.23,3.76,0.65,5.41,0.16,0.24,-6.13,-9.13,-7.63,-4.98,1.8,81.57,0.05,102.29,5.43,6.96,4.43,2.53,349.8
2018,3,18,3.17,3.71,0.62,5.79,0.17,0.28,-1.94,-4.3,-3.12,-2.31,2.74,84.83,0.01,101.25,9.65,11.34,7.14,4.2,273.5
2018,3,19,2.24,3.63,0.43,6.51,0.14,0.22,-0.12,-1.36,-0.74,-0.53,3.44,91.44,2.72,100.0,8.79,10.81,5.72,5.09,262.4
2018,3,20,1.88,3.81,0.36,6.58,0.11,0.19,-2.86,-4.57,-3.71,-2.05,2.7,89.64,0.77,100.41,6.28,9.21,3.63,5.58,337.5
2018,3,21,3.27,3.91,0.61,5.77,0.17,0.26,-4.76,-8.22,-6.49,-3.74,2.03,78.56,0.07,101.03,6.25,9.27,1.58,7.69,248.5
2018,3,22,1.87,3.84,0.34,6.53,0.12,0.23,-1.05,-1.73,-1.39,-1.1,3.37,96.2,1.85,99.76,9.54,11.95,8.0,3.95,247.7
2018,3,23,2.19,4.15,0.39,6.61,0.14,0.24,-2.6,-5.24,-3.92,-2.41,2.55,83.16,0.04,100.12,4.92,8.66,0.33,8.33,332.2
2018,3,24,2.9,3.87,0.51,6.34,0.17,0.32,-1.94,-3.51,-2.73,-1.93,2.97,90.54,0.29,100.1,8.6,11.73,3.38,8.35,221.9
2018,3,25,1.46,4.13,0.25,7.27,0.11,0.24,0.79,0.11,0.45,0.11,3.85,95.1,0.59,99.63,9.12,10.42,6.28,4.14,248.0
2018,3,26,3.67,4.35,0.62,5.91,0.19,0.36,-2.6,-6.12,-4.36,-1.79,2.39,78.26,2.0,100.58,6.54,9.2,3.93,5.27,24.7
2018,3,27,4.01,4.5,0.67,5.48,0.2,0.34,-4.18,-8.61,-6.4,-3.34,1.9,72.05,0.02,101.28,3.41,4.76,2.8,1.96,336.3
2018,3,28,3.46,4.43,0.57,6.01,0.18,0.32,-2.68,-6.53,-4.61,-2.43,2.29,75.27,0.36,101.2,5.57,8.18,2.94,5.24,282.1
2018,3,29,3.43,4.58,0.56,5.99,0.18,0.31,-1.89,-4.74,-3.31,-1.43,2.62,81.95,0.24,101.35,2.51,4.65,0.14,4.51,271.2
2018,3,30,4.31,4.53,0.69,5.55,0.21,0.41,-2.13,-4.96,-3.55,-1.78,2.6,82.43,0.0,101.0,4.01,5.38,2.33,3.05,107.9
2018,3,31,4.2,4.45,0.66,5.57,0.21,0.42,-1.98,-3.43,-2.71,-0.78,2.92,91.4,0.04,100.85,3.45,4.61,2.7,1.91,89.0
2018,4,1,2.58,4.38,0.4,6.5,0.15,0.3,-0.86,-2.15,-1.51,-0.25,3.24,91.89,0.33,100.5,6.58,10.01,2.79,7.22,90.0
2018,4,2,0.83,4.5,0.13,7.1,0.07,0.15,-0.44,-1.2,-0.82,-0.45,3.52,94.8,14.4,98.84,9.09,11.23,6.33,4.9,13.8
2018,4,3,3.89,4.8,0.59,6.08,0.2,0.38,-0.51,-2.55,-1.53,-0.91,3.16,87.01,0.03,100.14,7.39,9.3,2.19,7.11,271.2
2018,4,4,2.63,4.32,0.39,6.79,0.15,0.32,0.76,-0.72,0.02,-0.34,3.69,90.42,6.33,100.57,5.97,8.25,1.64,6.61,156.2
2018,4,5,3.25,4.14,0.48,7.39,0.18,0.42,3.95,3.59,3.77,2.48,4.99,97.57,3.12,100.01,5.32,6.86,2.65,4.21,189.5
2018,4,6,2.58,4.83,0.37,7.46,0.16,0.41,2.2,0.93,1.56,1.86,4.09,91.54,1.23,99.89,7.97,10.72,5.6,5.12,232.4
2018,4,7,4.61,4.9,0.66,5.94,0.23,0.53,2.09,-0.84,0.62,1.83,3.51,81.33,0.0,101.86,6.89,11.08,3.78,7.3,276.3
2018,4,8,2.49,4.52,0.35,7.03,0.16,0.44,3.87,1.91,2.89,2.61,4.36,87.23,0.02,101.29,4.45,6.8,1.48,5.32,202.8
2018,4,9,4.54,4.57,0.63,6.58,0.23,0.57,5.86,4.58,5.22,4.83,5.35,92.56,0.23,100.53,5.89,9.52,3.27,6.25,243.6
2018,4,10,4.03,5.3,0.55,6.58,0.22,0.55,1.92,-1.09,0.42,1.91,3.46,80.74,1.49,101.63,7.1,10.05,4.82,5.23,38.9
2018,4,11,5.37,5.4,0.73,5.5,0.26,0.67,1.54,-1.01,0.26,1.89,3.45,83.99,0.0,102.63,4.56,5.41,4.09,1.32,88.6
2018,4,12,5.16,5.52,0.69,5.84,0.26,0.64,2.43,-1.23,0.6,2.39,3.41,77.74,0.0,102.48,3.34,4.29,2.84,1.45,91.0
2018,4,13,5.35,5.39,0.7,5.8,0.26,0.67,3.18,-1.32,0.93,2.82,3.39,72.54,0.0,102.51,4.47,5.71,2.94,2.77,90.0
2018,4,14,5.44,5.47,0.71,6.09,0.27,0.73,7.07,2.29,4.68,4.74,4.44,73.82,0.0,102.07,4.28,6.22,2.42,3.8,156.5
2018,4,15,2.9,4.91,0.37,7.43,0.17,0.45,6.75,5.6,6.17,4.87,5.63,92.88,0.3,101.52,2.76,4.08,0.38,3.7,217.2
2018,4,16,2.45,4.63,0.31,7.87,0.15,0.42,9.64,8.05,8.85,6.98,6.71,90.68,4.33,101.13,3.36,5.45,0.83,4.62,179.5
2018,4,17,1.93,4.83,0.24,7.65,0.13,0.39,4.06,3.63,3.85,3.57,4.92,96.97,0.4,101.07,5.66,7.7,1.27,6.43,296.4
2018,4,18,3.29,5.21,0.41,7.78,0.18,0.47,4.73,3.7,4.21,4.34,4.9,93.29,0.35,101.5,6.52,7.64,5.55,2.09,297.6
2018,4,19,4.68,5.6,0.58,7.11,0.26,0.64,6.1,4.13,5.12,5.32,5.04,87.91,0.21,101.82,6.59,7.61,4.58,3.03,311.5
2018,4,20,5.36,5.49,0.65,6.69,0.28,0.84,6.35,5.3,5.83,5.75,5.56,93.55,0.04,101.25,6.76,9.64,3.52,6.12,251.4
2018,4,21,3.94,5.9,0.47,7.34,0.23,0.71,6.17,4.15,5.16,5.35,5.15,87.33,1.08,99.76,10.19,12.38,7.19,5.19,288.2
2018,4,22,3.22,5.94,0.38,7.34,0.19,0.46,4.06,2.08,3.07,4.64,4.4,86.91,0.33,100.78,4.72,7.97,2.04,5.93,337.0
2018,4,23,5.75,6.16,0.68,6.49,0.31,0.77,4.49,1.1,2.8,5.03,4.1,78.99,0.05,101.11,4.31,8.29,2.0,6.29,140.0
2018,4,24,2.74,5.89,0.32,7.7,0.18,0.56,6.06,4.39,5.23,5.73,5.24,89.29,1.77,99.89,5.99,7.78,4.57,3.21,214.7
2018,4,25,2.23,5.99,0.26,7.74,0.16,0.49,5.15,4.35,4.75,4.62,5.23,94.56,2.37,99.37,5.1,7.29,3.18,4.11,239.4
2018,4,26,4.76,6.32,0.54,7.01,0.27,0.85,5.05,3.44,4.24,5.23,4.89,89.63,0.64,99.6,4.99,6.99,2.64,4.35,263.8
2018,4,27,4.38,6.25,0.5,7.01,0.25,0.71,4.96,3.7,4.33,5.02,4.95,91.67,1.52,100.41,5.62,7.24,4.56,2.68,246.0
2018,4,28,4.6,6.3,0.51,7.18,0.26,0.71,4.95,3.65,4.3,5.12,4.91,91.52,0.66,101.01,4.72,5.89,2.91,2.98,236.4
2018,4,29,2.48,5.43,0.28,7.79,0.16,0.48,6.98,5.93,6.46,5.99,5.78,93.16,5.98,101.04,2.75,3.98,0.23,3.75,172.7
2018,4,30,4.7,6.1,0.52,7.11,0.26,0.79,6.06,4.53,5.3,7.11,5.22,90.28,0.22,101.08,3.94,7.4,2.29,5.11,56.9
2018,5,1,1.7,5.66,0.19,7.97,0.12,0.43,7.77,6.52,7.14,7.15,6.11,92.36,18.37,100.38,6.0,11.28,1.91,9.37,112.3
2018,5,2,2.61,6.07,0.28,7.96,0.17,0.55,7.37,5.77,6.57,6.99,5.69,89.88,1.13,100.95,6.05,8.76,1.7,7.06,239.2
2018,5,3,3.66,6.22,0.39,7.75,0.23,0.7,7.82,5.54,6.68,7.9,5.6,86.52,4.42,101.41,5.12,8.15,1.65,6.5,164.6
2018,5,4,5.91,6.86,0.63,7.1,0.33,1.02,6.7,5.16,5.93,7.29,5.45,90.13,1.75,101.41,6.81,8.53,5.26,3.27,262.7
2018,5,5,6.23,6.75,0.66,6.83,0.34,1.03,7.33,4.65,5.99,7.81,5.2,83.59,0.06,102.06,4.13,6.0,3.13,2.87,299.9
2018,5,6,6.8,6.88,0.71,6.67,0.37,1.14,8.83,5.96,7.39,8.47,5.74,83.67,0.0,102.15,4.47,6.12,3.15,2.97,249.0
2018,5,7,6.54,6.85,0.68,6.91,0.36,1.21,9.48,7.36,8.42,9.48,6.34,87.59,0.1,101.84,5.08,6.86,3.78,3.08,255.7
2018,5,8,6.83,6.98,0.7,6.83,0.37,1.25,10.29,6.51,8.4,10.02,5.97,78.92,0.07,101.86,4.2,5.42,3.46,1.96,48.4
2018,5,9,7.3,7.32,0.75,6.36,0.38,1.29,9.5,5.24,7.37,9.17,5.44,75.42,0.0,101.98,6.02,7.78,4.47,3.31,89.1
2018,5,10,7.17,7.22,0.73,6.66,0.37,1.23,11.53,6.88,9.2,10.18,6.09,74.57,0.0,101.95,6.21,7.34,5.18,2.16,126.6
2018,5,11,7.19,7.21,0.72,6.83,0.37,1.21,13.19,7.89,10.54,11.3,6.54,72.14,0.0,102.1,4.96,5.7,3.8,1.9,146.2
2018,5,12,7.05,7.26,0.71,7.18,0.38,1.26,14.35,7.3,10.83,12.34,6.27,64.48,0.0,102.12,3.2,4.17,2.37,1.8,132.2
2018,5,13,7.24,7.27,0.72,7.01,0.38,1.26,14.2,6.95,10.58,12.61,6.17,62.67,0.0,102.04,3.35,3.97,2.6,1.37,76.7
2018,5,14,6.42,7.1,0.63,7.73,0.35,1.19,16.42,10.49,13.46,14.37,7.83,69.09,0.0,101.88,3.1,3.66,1.89,1.77,96.1
2018,5,15,6.83,7.08,0.67,7.58,0.37,1.24,16.48,9.18,12.83,14.31,7.19,62.99,0.0,101.45,3.4,4.85,1.53,3.32,63.6
2018,5,16,6.71,7.02,0.65,7.68,0.36,1.16,16.42,12.13,14.27,15.23,8.78,77.17,0.06,101.02,2.15,3.51,0.59,2.92,136.1
2018,5,17,6.92,7.05,0.67,7.58,0.38,1.29,15.39,11.21,13.3,14.88,8.24,76.99,0.03,100.9,3.28,4.34,1.72,2.62,75.3
